index,preset,qp,seq_name,Ir,Dr,Dw,I1mr,D1mr,D1mw,ILmr,DLmr,DLmw,Bc,Bcm,Bi,Bim,E_hw_slow,config,path,__qp_int
516,fast,27,DinnerSceneCropped_2k,1040000000000.0,278000000000.0,131000000000.0,6975554025,2137533891,1724360024,297153,54822085,61941923,67848373990.0,5844345844,6689673097,659600514,6.3581,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_DinnerSceneCropped_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,27
517,fast,27,FoodMarket2_4k,3060000000000.0,826000000000.0,394000000000.0,23335145487,6889802271,5792560702,1733811,223378638,202358851,193000000000.0,16225175900,20943906495,2175305416,13.2135,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_FoodMarket2_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,27
518,fast,27,FoodMarket_2k,1010000000000.0,269000000000.0,127000000000.0,6885339000,2084828703,1709054021,294916,54896088,63825155,65631984580.0,5736168039,6580304023,648695726,6.3553,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_FoodMarket_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,27
519,fast,27,MeridianTalk_sdr_2k,814000000000.0,222000000000.0,105000000000.0,6008507454,1899481806,1639317383,282333,52389886,61958979,52439214287.0,3953641848,5747876012,625381577,6.3492,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_MeridianTalk_sdr_1920x1080p_5994_8bit_1920x1080_60fps_130f.out,27
520,fast,27,Motorcycle_2k,1080000000000.0,278000000000.0,129000000000.0,6847698300,1992889946,1682002739,285138,53410742,63773500,71835740241.0,6801803270,6544264725,625317326,7.0063,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_Motorcycle_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,27
521,fast,27,MountainBike_2k,1110000000000.0,286000000000.0,133000000000.0,6990413545,2054262660,1704963145,288172,53287342,63195806,73833363388.0,7054176139,6714656709,631439628,7.0351,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_MountainBike_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,27
522,fast,27,Neon1224_4k,3060000000000.0,829000000000.0,391000000000.0,23519223750,7197136319,6356680183,1908023,246941911,229928554,193000000000.0,15280552384,21606388738,2373300975,12.9711,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_Neon1224_3840x2160_2997fps_3840x2160_30fps_130f.out,27
523,fast,27,NocturneDance_4k,3060000000000.0,826000000000.0,391000000000.0,24169902205,7216000687,6213441656,1793900,236856322,218115131,192000000000.0,15801787030,21242883826,2296833208,13.2943,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_NocturneDance_3840x2160p_8bit_60fps_3840x2160_60fps_130f.out,27
524,fast,27,OldTownCross_1080p50,1250000000000.0,325000000000.0,151000000000.0,7322374883,2183295866,1748226198,305691,55126670,63661314,83976370841.0,7995185345,7367288699,661284062,7.1214,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_OldTownCross_1920x1080p50_1920x1080_50fps_130f.out,27
525,fast,27,PedestrianArea_1080p25,1040000000000.0,277000000000.0,123000000000.0,11347492653,1740970883,1594831791,320656,52529706,60171561,55241606822.0,4514456318,5866391869,620367692,6.3449,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_PedestrianArea_1920x1080p25_1920x1080_25fps_130f.out,27
526,fast,27,PierSeaSide_4k,3260000000000.0,883000000000.0,417000000000.0,23528408505,7203382279,6450478045,2271037,288243777,324164981,208000000000.0,16566419681,22751832770,2448141556,13.27,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_PierSeaSide_3840x2160_2997fps_8bit_420_3840x2160_30fps_130f.out,27
527,fast,27,RitualDance_2k,899000000000.0,241000000000.0,107000000000.0,9558867988,1594779995,1534937565,315071,50323982,60122895,47951817842.0,3737137999,5309555308,587948227,6.3314,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_RitualDance_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,27
528,fast,27,Riverbed_1080p25,1230000000000.0,324000000000.0,144000000000.0,13022035225,1854885005,1644007587,313467,54816335,60702060,65632289863.0,5737968306,6641123092,648558948,6.4041,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_Riverbed_1920x1080p25_1920x1080_25fps_130f.out,27
529,fast,27,RushFieldCuts_2k,1090000000000.0,285000000000.0,134000000000.0,7083977142,2055522386,1703155880,286026,53805054,63728403,71400259880.0,6717766120,6781600708,643188902,7.0206,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_RushFieldCuts_1920x1080_2997_1920x1080_30fps_130f.out,27
530,fast,27,Skater227_2k,699000000000.0,192000000000.0,90280608650.0,5448846563,1759763460,1590011538,296876,52381035,62415792,43768993822.0,3027818725,5182853143,596473644,6.3504,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_Skater227_1920x1080_30fps_1920x1080_30fps_130f.out,27
531,fast,27,Tango_4k,3600000000000.0,976000000000.0,464000000000.0,26096197094,8068256368,6737803898,2193250,296639378,327808759,232000000000.0,18222093531,24771617338,2594881164,13.3681,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_Tango_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,27
532,fast,27,TimeLapse_4k,3390000000000.0,915000000000.0,432000000000.0,25144429672,7547411067,6554883171,2230225,292949510,326536105,216000000000.0,17859867759,23285866784,2459176714,13.0925,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_TimeLapse_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,27
533,fast,27,ToddlerFountain_2k,1130000000000.0,295000000000.0,137000000000.0,6957483356,2071744751,1713958530,298640,53230847,63616247,76021300765.0,7227352635,6892666071,641953529,7.0285,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_ToddlerFountain_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,27
534,fast,27,TreesAndGrass_2k,1330000000000.0,335000000000.0,153000000000.0,7178827662,2105786216,1725653620,302912,54252112,64448331,92257199937.0,9086250703,7504385331,652079415,7.1124,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_TreesAndGrass_1920_1080_30fps_8bit_1920x1080_30fps_130f.out,27
535,fast,27,TunnelFlag_2k,1160000000000.0,303000000000.0,134000000000.0,11843914652,1770245143,1606532122,307502,52981867,60349813,62715055771.0,5596891592,6202904962,620987990,6.3523,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_TunnelFlag_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,27
536,fast,27,Vertical_bees_2k,1000000000000.0,267000000000.0,119000000000.0,11336181072,1715602829,1580880090,296999,51384421,60691038,53077735317.0,4375253167,5704823174,609734689,6.3751,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_Vertical_bees_1080x1920_2997_1080x1920_30fps_130f.out,27
537,fast,27,Vertical_Carnaby_2k,729000000000.0,199000000000.0,93766942567.0,5956911672,1829292710,1606629242,303593,50432931,62622702,45235275957.0,3495838357,5263811000,591271125,6.4061,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_Vertical_Carnaby_1080x1920_5994_1080x1920_60fps_130f.out,27
538,fast,27,WalkingInStreet_2k,1290000000000.0,323000000000.0,147000000000.0,7365323754,1943688307,1660267815,392916,55145034,64447745,89584017630.0,9097491421,7061469033,598364360,7.2329,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_WalkingInStreet_1920x1080_30fps_1920x1080_30fps_130f.out,27
539,fast,27,WorldCup_2k,728000000000.0,198000000000.0,92878622054.0,5824723092,1779159834,1596018513,286465,51535042,62935989,45702382746.0,3563349023,5223833151,586786041,6.3472,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_WorldCup_1920x1080_30p_1920x1080_30fps_130f.out,27
540,fast,27,WorldCup_far_2k,959000000000.0,254000000000.0,119000000000.0,6866172931,1961567762,1667162349,285088,53443881,62570520,62103891799.0,5826419153,6201760091,618424905,7.0531,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp27_WorldCup_far_1920x1080_30p_1920x1080_30fps_130f.out,27
541,fast,32,Aerial3200_2k,932000000000.0,250000000000.0,119000000000.0,6770679116,1976699595,1679883782,298049,56414088,67903149,59733967751.0,5061640180,6273230318,638848823,6.3725,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Aerial3200_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
542,fast,32,Boat_2k,1030000000000.0,270000000000.0,127000000000.0,6797765478,1968019874,1676118603,298273,52879661,62971864,67173061037.0,6188287115,6540584211,630443211,6.3672,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Boat_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
543,fast,32,BoxingPractice_4k,2890000000000.0,792000000000.0,373000000000.0,22331703705,6971211036,6361317159,2235539,278946433,313879740,182000000000.0,13169895407,21121470800,2396605620,13.0006,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_BoxingPractice_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
544,fast,32,Crosswalk_4k,2860000000000.0,787000000000.0,371000000000.0,21329237861,7119135115,6379507483,2171912,265420023,255067761,182000000000.0,12224962920,21252472550,2435615718,12.9114,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Crosswalk_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
545,fast,32,CrowdRun_1080p50,1350000000000.0,348000000000.0,153000000000.0,12456846393,1874805698,1659530607,298721,53840805,61134937,75034803258.0,6958919892,6855677383,645733070,7.072,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_CrowdRun_1920x1080p50_1920x1080_50fps_130f.out,32
546,fast,32,DinnerSceneCropped_2k,778000000000.0,213000000000.0,101000000000.0,5734769459,1835985897,1615852031,296368,52146369,62029292,50570584824.0,3554475036,5658744372,630996166,6.2705,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_DinnerSceneCropped_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,32
547,fast,32,FoodMarket2_4k,3070000000000.0,836000000000.0,397000000000.0,24653745788,7332454238,6371993913,1934468,246562862,225245656,192000000000.0,14933574283,21844530259,2393794910,13.2082,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_FoodMarket2_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
548,fast,32,FoodMarket_2k,1010000000000.0,271000000000.0,121000000000.0,11117400528,1771018960,1614304749,291607,52155419,60139103,54069339998.0,4188354785,5839245385,626233419,6.3658,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_FoodMarket_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
549,fast,32,MeridianTalk_sdr_2k,707000000000.0,194000000000.0,91301810491.0,5376150933,1718365472,1577870767,307099,50108515,61473292,44778586001.0,3101586163,5224288191,599115901,6.3348,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_MeridianTalk_sdr_1920x1080p_5994_8bit_1920x1080_60fps_130f.out,32
550,fast,32,Motorcycle_2k,950000000000.0,250000000000.0,116000000000.0,6476342582,1891674428,1644713237,294458,51727654,62210686,62406890528.0,5667913245,6075175834,612374219,7.0665,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Motorcycle_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,32
551,fast,32,MountainBike_2k,975000000000.0,257000000000.0,120000000000.0,6683779518,1942254500,1670515494,292531,51817753,62031019,63837816632.0,5795563653,6233094896,620596998,6.9826,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_MountainBike_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,32
552,fast,32,Neon1224_4k,2790000000000.0,763000000000.0,358000000000.0,21919961799,6793016040,6274071188,1884981,247122496,232083840,174000000000.0,12883522606,20406176798,2326770295,12.957,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Neon1224_3840x2160_2997fps_3840x2160_30fps_130f.out,32
553,fast,32,NocturneDance_4k,2880000000000.0,784000000000.0,369000000000.0,23487535824,7187199986,6442537580,2240224,282903889,315306923,178000000000.0,13441124659,20762313114,2360169092,13.2215,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_NocturneDance_3840x2160p_8bit_60fps_3840x2160_60fps_130f.out,32
554,fast,32,OldTownCross_1080p50,932000000000.0,250000000000.0,118000000000.0,6259271284,1927782651,1655336194,298425,51879003,61832141,61240243599.0,5032037936,6220579911,636913598,6.3166,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_OldTownCross_1920x1080p50_1920x1080_50fps_130f.out,32
555,fast,32,PedestrianArea_1080p25,739000000000.0,202000000000.0,95146533778.0,5861877757,1788055121,1599564978,306871,50697572,61006015,46453148951.0,3479431083,5346728746,601204049,6.359,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_PedestrianArea_1920x1080p25_1920x1080_25fps_130f.out,32
556,fast,32,PierSeaSide_4k,2860000000000.0,781000000000.0,367000000000.0,21736143431,6757123894,6320453931,2257321,275584332,314892402,180000000000.0,13223013725,20805101747,2351973367,13.3017,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_PierSeaSide_3840x2160_2997fps_8bit_420_3840x2160_30fps_130f.out,32
557,fast,32,RitualDance_2k,679000000000.0,186000000000.0,86928098677.0,5336762905,1659601056,1552102323,311403,48797375,61022485,42601890073.0,3122153915,5006165885,574417338,6.3146,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_RitualDance_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
558,fast,32,Riverbed_1080p25,865000000000.0,235000000000.0,112000000000.0,6711452277,1950531826,1666161430,293412,54825546,62648580,54582555577.0,4391534904,6040164373,635161591,6.3958,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Riverbed_1920x1080p25_1920x1080_25fps_130f.out,32
559,fast,32,RushFieldCuts_2k,1140000000000.0,300000000000.0,133000000000.0,12195167027,1821568577,1636166538,295836,51995074,60111779,61092343185.0,5316564384,6164729425,626263721,7.0422,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_RushFieldCuts_1920x1080_2997_1920x1080_30fps_130f.out,32
560,fast,32,Skater227_2k,644000000000.0,177000000000.0,82767741305.0,5030216372,1643556155,1547272561,282107,51750650,62908685,39988774954.0,2652779340,4867235830,573373769,6.3241,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Skater227_1920x1080_30fps_1920x1080_30fps_130f.out,32
561,fast,32,Tango_4k,3000000000000.0,825000000000.0,390000000000.0,22625216700,7364119075,6470951638,2118301,266390513,256546919,192000000000.0,13423152620,22043429231,2482745829,13.2135,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Tango_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
562,fast,32,TimeLapse_4k,2980000000000.0,813000000000.0,382000000000.0,23471611357,7146235187,6412844343,2292076,284352270,315943315,187000000000.0,14221721143,21411042073,2382921805,13.1057,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_TimeLapse_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
563,fast,32,ToddlerFountain_2k,1170000000000.0,307000000000.0,135000000000.0,11823655222,1826114664,1644522979,308734,51685545,60320869,63627004582.0,5495410414,6246719176,624889050,6.6525,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_ToddlerFountain_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,32
564,fast,32,TreesAndGrass_2k,1180000000000.0,303000000000.0,140000000000.0,6934881976,2051237376,1704126157,333433,56624829,78715361,80089299309.0,7697392424,7040718500,643969032,7.0828,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_TreesAndGrass_1920_1080_30fps_8bit_1920x1080_30fps_130f.out,32
565,fast,32,TunnelFlag_2k,817000000000.0,220000000000.0,104000000000.0,6215981805,1841949293,1619877691,300426,51499695,62092030,52038492882.0,4312465274,5630660980,605304855,6.3698,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_TunnelFlag_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
566,fast,32,Vertical_bees_2k,749000000000.0,204000000000.0,95813004016.0,5994724909,1799829132,1601500430,281900,51462988,63452136,46902541710.0,3677520138,5352209220,595104325,6.3654,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Vertical_bees_1080x1920_2997_1080x1920_30fps_130f.out,32
567,fast,32,Vertical_Carnaby_2k,669000000000.0,183000000000.0,85995001728.0,5500169357,1721226618,1566334609,307478,50296395,62620062,41330823624.0,2992992844,4973334369,574825970,6.4079,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_Vertical_Carnaby_1080x1920_5994_1080x1920_60fps_130f.out,32
568,fast,32,WalkingInStreet_2k,1130000000000.0,289000000000.0,134000000000.0,7250321679,1875277581,1641493321,391887,55400416,65153773,75499334887.0,7491299780,6608712096,598292009,7.1539,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_WalkingInStreet_1920x1080_30fps_1920x1080_30fps_130f.out,32
569,fast,32,WorldCup_2k,668000000000.0,183000000000.0,85274349171.0,5407200776,1682914509,1561088246,297901,49975016,61958405,41608336617.0,3045106502,4929622969,570755037,6.3585,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_WorldCup_1920x1080_30p_1920x1080_30fps_130f.out,32
570,fast,32,WorldCup_far_2k,1040000000000.0,274000000000.0,122000000000.0,11408316773,1774592421,1605141445,309738,51862739,59811319,55044138542.0,4748506006,5771326706,607716297,6.3898,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp32_WorldCup_far_1920x1080_30p_1920x1080_30fps_130f.out,32
571,fast,37,Aerial3200_2k,809000000000.0,220000000000.0,104000000000.0,6277165579,1921297524,1656902638,294267,55896380,68913674,51126432311.0,3931844109,5721485949,621608835,6.3831,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Aerial3200_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
572,fast,37,Boat_2k,900000000000.0,241000000000.0,114000000000.0,6508945148,1938776019,1667800665,292492,51692258,62097756,57811451298.0,4925135787,6059359207,620173875,6.3417,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Boat_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
573,fast,37,BoxingPractice_4k,2660000000000.0,731000000000.0,342000000000.0,20641340864,6664746691,6266944834,2277250,270751758,307470677,166000000000.0,11327668521,19878502319,2321536994,13.0209,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_BoxingPractice_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
574,fast,37,Crosswalk_4k,2650000000000.0,731000000000.0,342000000000.0,19685548149,6686065417,6237164969,2213195,260331055,256076200,166000000000.0,10807411139,19995825113,2347623461,12.9536,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Crosswalk_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
575,fast,37,CrowdRun_1080p50,1150000000000.0,303000000000.0,134000000000.0,11654058723,1765801430,1627169986,288916,51994957,60075301,62312573307.0,5382016589,6224173028,630664949,6.3421,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_CrowdRun_1920x1080p50_1920x1080_50fps_130f.out,37
576,fast,37,DinnerSceneCropped_2k,665000000000.0,184000000000.0,85995104513.0,4770934497,1605724171,1550918127,295438,49047333,62791545,42341178641.0,2709821766,5044736387,591433416,6.3238,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_DinnerSceneCropped_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,37
577,fast,37,FoodMarket2_4k,2900000000000.0,795000000000.0,375000000000.0,23654653170,7337719762,6493572612,1991274,252931248,231332110,180000000000.0,13156052113,21192980533,2407998892,13.2051,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_FoodMarket2_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
578,fast,37,FoodMarket_2k,739000000000.0,202000000000.0,95400354717.0,5673797911,1800285067,1610534506,294687,51086485,62319196,46754090490.0,3356066689,5385817054,606444741,6.3796,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_FoodMarket_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
579,fast,37,MeridianTalk_sdr_2k,652000000000.0,180000000000.0,83928272286.0,4961638117,1642238668,1556886615,288530,49827281,62141767,40803015818.0,2697128205,4920126397,578902465,6.3354,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_MeridianTalk_sdr_1920x1080p_5994_8bit_1920x1080_60fps_130f.out,37
580,fast,37,Motorcycle_2k,1030000000000.0,272000000000.0,120000000000.0,10832599893,1698996565,1591933785,302668,50973837,60439589,55438624131.0,4684099587,5675927741,598806345,6.3269,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Motorcycle_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,37
581,fast,37,MountainBike_2k,865000000000.0,231000000000.0,109000000000.0,6363988519,1898983745,1652689811,291514,50961895,61278077,55529859925.0,4715153211,5812743026,608892215,6.3469,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_MountainBike_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,37
582,fast,37,Neon1224_4k,3100000000000.0,843000000000.0,373000000000.0,31942605257,6081666642,6095149040,2276136,235338927,222642365,162000000000.0,11329766184,19208262980,2244868887,13.1415,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Neon1224_3840x2160_2997fps_3840x2160_30fps_130f.out,37
583,fast,37,NocturneDance_4k,2620000000000.0,717000000000.0,335000000000.0,21391466832,6850928178,6327229433,1919979,242500937,231268113,161000000000.0,11314006866,19438501438,2279305561,13.1773,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_NocturneDance_3840x2160p_8bit_60fps_3840x2160_60fps_130f.out,37
584,fast,37,OldTownCross_1080p50,782000000000.0,213000000000.0,100000000000.0,5677485937,1767907729,1609409188,299582,50122193,61745635,50067335987.0,3757627471,5553523454,609486245,6.3815,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_OldTownCross_1920x1080p50_1920x1080_50fps_130f.out,37
585,fast,37,PedestrianArea_1080p25,679000000000.0,187000000000.0,87479711438.0,5380931162,1716252469,1578157026,310241,51122061,63010020,42399454560.0,2966545376,5051799854,586194872,6.3598,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_PedestrianArea_1920x1080p25_1920x1080_25fps_130f.out,37
586,fast,37,PierSeaSide_4k,2600000000000.0,714000000000.0,333000000000.0,20380963979,6587528741,6254676257,2051541,253503532,258724304,162000000000.0,11275595014,19413999364,2265271941,13.1386,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_PierSeaSide_3840x2160_2997fps_8bit_420_3840x2160_30fps_130f.out,37
587,fast,37,RitualDance_2k,762000000000.0,207000000000.0,92097373943.0,7886528555,1498309951,1505131839,316615,47929123,59414530,40016051917.0,2791453206,4761705572,559604113,6.3482,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_RitualDance_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
588,fast,37,Riverbed_1080p25,778000000000.0,213000000000.0,101000000000.0,6275558494,1902568552,1648093953,289423,53208098,62223337,48789531643.0,3626404316,5615669536,619643065,6.362,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Riverbed_1920x1080p25_1920x1080_25fps_130f.out,37
589,fast,37,RushFieldCuts_2k,999000000000.0,267000000000.0,119000000000.0,11270585389,1716617795,1598795874,310642,51580422,60270785,52721505622.0,4263407578,5673281544,608988678,6.3248,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_RushFieldCuts_1920x1080_2997_1920x1080_30fps_130f.out,37
590,fast,37,Skater227_2k,728000000000.0,199000000000.0,87807632609.0,7004047850,1476581711,1505339572,322025,48810738,58579674,37829693940.0,2468846700,4607000598,551308720,6.2943,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Skater227_1920x1080_30fps_1920x1080_30fps_130f.out,37
591,fast,37,Tango_4k,2740000000000.0,754000000000.0,354000000000.0,20563574508,6800937393,6304163222,2492354,278192895,311001923,172000000000.0,11442289536,20494563711,2382263444,13.1884,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Tango_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
592,fast,37,TimeLapse_4k,2720000000000.0,745000000000.0,349000000000.0,21880910194,6893385347,6345882816,2017211,245372149,232030127,169000000000.0,12031078432,20084591879,2316877559,13.1057,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_TimeLapse_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
593,fast,37,ToddlerFountain_2k,820000000000.0,221000000000.0,104000000000.0,6140064824,1889296198,1648194189,300009,50966224,62597378,52180580889.0,4145225056,5662901343,607485116,6.3507,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_ToddlerFountain_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,37
594,fast,37,TreesAndGrass_2k,1040000000000.0,273000000000.0,127000000000.0,6681548001,1979388193,1684105171,325373,55154253,76764971,68753030008.0,6249415425,6561373861,633032020,6.3948,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_TreesAndGrass_1920_1080_30fps_8bit_1920x1080_30fps_130f.out,37
595,fast,37,TunnelFlag_2k,729000000000.0,199000000000.0,93198829668.0,5708244240,1755988361,1590521517,290054,49271409,61179097,45928544118.0,3495293405,5248261925,590089016,6.3631,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_TunnelFlag_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
596,fast,37,Vertical_bees_2k,693000000000.0,189000000000.0,88792496686.0,5630986734,1748946092,1587811494,278120,52785879,67794192,43099469856.0,3188884624,5080219047,580877566,6.4461,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Vertical_bees_1080x1920_2997_1080x1920_30fps_130f.out,37
597,fast,37,Vertical_Carnaby_2k,629000000000.0,173000000000.0,80606183934.0,5137497554,1661947712,1552481511,302815,49440234,62876084,38757879217.0,2680077754,4764586090,560787627,6.3596,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_Vertical_Carnaby_1080x1920_5994_1080x1920_60fps_130f.out,37
598,fast,37,WalkingInStreet_2k,978000000000.0,257000000000.0,120000000000.0,7064231026,1879022933,1633598874,388515,55857379,67472754,63765675837.0,6015737032,6139276634,595933295,6.4568,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_WalkingInStreet_1920x1080_30fps_1920x1080_30fps_130f.out,37
599,fast,37,WorldCup_2k,760000000000.0,207000000000.0,91568995588.0,8063275644,1522681706,1516350122,301397,48871849,59745126,39601410453.0,2769237683,4727303678,557739088,6.2898,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_WorldCup_1920x1080_30p_1920x1080_30fps_130f.out,37
600,fast,37,WorldCup_far_2k,936000000000.0,251000000000.0,112000000000.0,10739330195,1682884649,1579200281,308431,51080748,59987483,49094626383.0,3955310882,5419464831,596101532,6.313,B,H:\valgrind\dis_deblock_en_sao\callgrind_fast_qp37_WorldCup_far_1920x1080_30p_1920x1080_30fps_130f.out,37
