config,preset,qp,video_name,width,height,fps,frames,E_hw_slow,L1_dcache_load_misses:u,L1_dcache_loads:u,L1_dcache_stores:u,L1_icache_load_misses:u,LLC_load_misses:u,LLC_loads:u,LLC_store_misses:u,LLC_stores:u,branch_instructions:u,branch_misses:u,cache_misses:u,cache_references:u,cycles:u,dTLB_load_misses:u,dTLB_loads:u,dTLB_store_misses:u,dTLB_stores:u,instructions:u
disfilter,superfast,32,OldTownCross_1920x1080p50,1920,1080,50,130,6.3166,4599479332,2.37E+11,1.08E+11,2623978856,45714386,468258352,50705090,305670876,87381451273,3289947914,96694908,2068673403,4.85E+11,29143307,2.37E+11,6943406,1.08E+11,8.72E+11
disfilter,superfast,37,OldTownCross_1920x1080p50,1920,1080,50,130,6.3815,4302550971,2.05E+11,94195723296,2328067204,43402009,435792742,46083844,303698522,74287121754,2306763322,90286064,1981360509,4.02E+11,29765973,2.05E+11,6514323,93970723462,7.44E+11
disfilter,veryfast,22,OldTownCross_1920x1080p50,1920,1080,50,130,7.1316,5080165588,3.99E+11,1.74E+11,3183271893,97213100,576312388,112265455,428208601,1.58E+11,8743759347,208750152,2376809009,9.00E+11,37041632,3.98E+11,15443017,1.73E+11,1.56E+12
disfilter,veryfast,27,OldTownCross_1920x1080p50,1920,1080,50,130,7.1214,4927702916,3.23E+11,1.45E+11,3043910936,80071392,554176361,93405961,415081747,1.21E+11,5731353877,174051038,2371164378,6.97E+11,34209847,3.23E+11,12063664,1.45E+11,1.22E+12
disfilter,veryfast,32,OldTownCross_1920x1080p50,1920,1080,50,130,6.3166,4399915932,2.48E+11,1.13E+11,2475892713,65048484,470723075,73970612,378313291,91630137699,3466424829,139550574,2007808709,5.03E+11,28692543,2.47E+11,10290268,1.13E+11,9.10E+11
disfilter,veryfast,37,OldTownCross_1920x1080p50,1920,1080,50,130,6.3815,4084355704,2.11E+11,96526871513,2217991580,55225360,439924262,63268069,361800708,76333326022,2301890035,118122610,1924571917,4.10E+11,26323308,2.10E+11,7788002,96252114200,7.65E+11
default,faster,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4829092535,2.91E+11,1.32E+11,2824833717,102606370,573858701,83519498,405791105,1.07E+11,4649679504,188481883,2362410412,6.13E+11,32225323,2.90E+11,11117052,1.31E+11,1.08E+12
default,faster,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4556762155,2.35E+11,1.08E+11,2591933209,90203991,537058549,70216344,388745382,84444963457,3021848246,163491890,2220972519,4.75E+11,29998233,2.35E+11,10002346,1.07E+11,8.57E+11
default,faster,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4241613627,2.05E+11,93846458381,2432482998,87501882,528470877,67391191,391551175,73014066875,2172776290,153726936,2162609875,4.06E+11,30337327,2.05E+11,10365259,93683294978,7.43E+11
default,faster,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,4055617806,1.89E+11,86231047874,2218630616,78828007,484037232,61562766,364175001,67143553430,1696092721,139385047,2027027262,3.64E+11,25232273,1.89E+11,7958427,86034958548,6.83E+11
default,fast,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4806439473,2.91E+11,1.32E+11,2827593206,102481047,569710784,83826112,402462199,1.07E+11,4645961426,185486169,2314578526,6.14E+11,31862375,2.91E+11,10427800,1.31E+11,1.09E+12
default,fast,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4539286235,2.35E+11,1.08E+11,2518056631,89046081,525523677,69432589,386839359,84377109803,2997471017,160040294,2106306517,4.75E+11,26506299,2.35E+11,8786903,1.07E+11,8.57E+11
default,fast,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4219219472,2.05E+11,93853423080,2330535644,85010613,500043122,64078395,372216994,73159882761,2192344583,149387936,2095124054,4.02E+11,25689878,2.05E+11,7946907,93704214491,7.43E+11
default,fast,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,4048914292,1.90E+11,86210799096,2104961258,77174465,460035168,58395693,357387891,67175057676,1683834526,136128666,1912173167,3.59E+11,25584428,1.89E+11,7507193,86110962721,6.83E+11
default,superfast,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4995691649,2.75E+11,1.25E+11,2924047269,61987852,556538702,61820411,343066502,1.01E+11,4495663877,122656008,2352936796,5.86E+11,33208723,2.75E+11,9949559,1.24E+11,1.03E+12
default,superfast,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4637781416,2.24E+11,1.03E+11,2644170089,55277696,476642642,50590573,307634784,80519998892,2996755655,106226298,2055343788,4.59E+11,32202854,2.23E+11,6739605,1.03E+11,8.17E+11
default,superfast,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4341634395,1.97E+11,90535479972,2247165415,51294265,421758101,46016644,280882786,70492875337,2161986479,99833149,1826252239,3.86E+11,28648376,1.97E+11,6197771,90406230896,7.14E+11
default,superfast,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,4158541069,1.83E+11,83712496886,2327342528,50703250,468110058,46510938,306304066,64957106780,1746981390,97020100,2021151734,3.55E+11,29354089,1.82E+11,7521884,83482525849,6.58E+11
default,veryfast,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4811160836,2.91E+11,1.32E+11,2905272988,101701085,577660225,83470615,401215577,1.07E+11,4651273251,188022984,2337137911,6.15E+11,32316867,2.91E+11,10264390,1.31E+11,1.08E+12
default,veryfast,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4549739814,2.35E+11,1.08E+11,2523534861,89300054,510187958,70116052,385263453,84359384011,2999901552,158949721,2084230379,4.75E+11,28339069,2.34E+11,8984925,1.07E+11,8.57E+11
default,veryfast,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4218444740,2.05E+11,93858272808,2389264956,84417513,494915564,65667761,374893988,73123821087,2166517489,148015740,2045818106,4.06E+11,24566750,2.05E+11,7762935,93685758748,7.43E+11
default,veryfast,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,4117463255,1.89E+11,86209517985,2015081999,81666746,450185427,59195809,348798971,67235934437,1708255322,143388591,1867378887,3.58E+11,24603720,1.89E+11,7448807,86100258728,6.83E+11
hwlike,faster,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4774103128,2.89E+11,1.31E+11,2651240547,99105231,529375852,81216400,389097595,1.06E+11,4610006311,179197978,2099771095,6.06E+11,34954579,2.89E+11,10087280,1.31E+11,1.08E+12
hwlike,faster,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4507103061,2.33E+11,1.07E+11,2491628153,86831121,511432541,69362898,377103232,83858713264,2977103899,156205283,2066268328,4.72E+11,25634359,2.33E+11,8565080,1.07E+11,8.50E+11
hwlike,faster,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4178695843,2.04E+11,93117254920,2396109088,80199095,509382744,65153419,373308997,72612714552,2152176813,147224269,2111726401,4.01E+11,27013835,2.04E+11,7819545,93026931918,7.37E+11
hwlike,faster,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,4015865656,1.88E+11,85637954061,2188776542,74545397,462025332,59749854,360752907,66621868914,1682665818,135840208,1986915478,3.60E+11,23396462,1.88E+11,7264918,85435131525,6.77E+11
hwlike,fast,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4776332271,2.89E+11,1.31E+11,2897087697,99103857,557785461,83120012,399065218,1.06E+11,4628226129,182872330,2303325391,6.13E+11,28534639,2.89E+11,10541591,1.31E+11,1.08E+12
hwlike,fast,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4506765175,2.33E+11,1.07E+11,2535015967,86985495,507302118,69250997,376172305,83866706505,2968712306,154131086,2052804461,4.71E+11,26020430,2.33E+11,8450070,1.07E+11,8.50E+11
hwlike,fast,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4172239582,2.04E+11,93188757581,2342913700,80579088,496554029,63824400,374766677,72556364182,2144882894,143719144,2103023109,4.00E+11,24603305,2.03E+11,7979829,93032820869,7.37E+11
hwlike,fast,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,4021379538,1.88E+11,85576319492,2166230154,78552676,469591326,59208482,360567088,66675104695,1719488404,139090056,2016367973,3.59E+11,27660059,1.88E+11,7881296,85492097654,6.77E+11
hwlike,superfast,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,5118103347,2.80E+11,1.27E+11,2745410187,74454226,503245268,56841708,308657723,1.03E+11,4473028243,131310933,2001208975,5.92E+11,33482887,2.80E+11,7624552,1.27E+11,1.05E+12
hwlike,superfast,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4767370338,2.28E+11,1.05E+11,2624130243,64660795,482645396,48847276,303235175,81723619237,2940423839,115737477,2083261325,4.62E+11,28061875,2.27E+11,6434375,1.04E+11,8.29E+11
hwlike,superfast,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4430470297,2.00E+11,92098569712,2223124212,62522125,444133652,46012554,281118760,71385837158,2145061827,107180042,1822261340,3.91E+11,26931685,2.00E+11,5853043,91904764189,7.24E+11
hwlike,superfast,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,4234744011,1.86E+11,85063785639,2157424109,57354749,414792358,42106676,273420991,65898418274,1712075304,100515928,1759546060,3.55E+11,27461788,1.86E+11,4734177,84938269335,6.68E+11
hwlike,veryfast,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4791629757,2.89E+11,1.31E+11,2735625559,99073847,533965390,82961949,390873381,1.06E+11,4616557105,181794428,2114064320,6.10E+11,30188055,2.89E+11,10345682,1.31E+11,1.08E+12
hwlike,veryfast,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4509316450,2.33E+11,1.07E+11,2407299002,85890488,492507485,68043366,370807693,83770513383,2975490006,154848115,2003129386,4.69E+11,25792727,2.33E+11,8154354,1.07E+11,8.50E+11
hwlike,veryfast,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4179285010,2.04E+11,93177112768,2273167938,80062785,466910178,63364084,360598618,72602459912,2142817730,142286814,1924917000,3.99E+11,26722104,2.03E+11,7564552,92971246025,7.37E+11
hwlike,veryfast,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,4015090442,1.88E+11,85652515345,2215723826,75674254,464652599,59577664,360959580,66586761060,1686493909,135254842,1990109464,3.61E+11,25617679,1.88E+11,7477734,85443079131,6.77E+11
disfilter,faster,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4689849665,2.83E+11,1.28E+11,2840427283,79074614,530987775,87296829,403677231,1.04E+11,4638839234,166848048,2238798871,6.03E+11,33965067,2.83E+11,11747022,1.28E+11,1.06E+12
disfilter,faster,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4393307572,2.28E+11,1.05E+11,2562307059,61846815,484807895,69173979,389988002,82401012742,2954817565,133397509,2156719498,4.64E+11,26423277,2.28E+11,8973918,1.05E+11,8.33E+11
disfilter,faster,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4072198172,2.00E+11,91556535181,2295908308,55466097,458642904,64003034,371069218,71488183644,2131794121,122062334,2052108272,3.90E+11,25145327,1.99E+11,8570314,91366463113,7.22E+11
disfilter,faster,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,3916257551,1.84E+11,84205357578,2125260012,51065493,436872484,58333104,358251479,65621437149,1643745918,109467660,1899958490,3.52E+11,21957862,1.84E+11,7783923,84044702099,6.64E+11
disfilter,fast,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4691347473,2.83E+11,1.28E+11,2814076063,77732604,517932304,83893212,398090628,1.04E+11,4641224452,162475319,2261150070,6.01E+11,33358722,2.83E+11,11013745,1.28E+11,1.06E+12
disfilter,fast,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4393889337,2.28E+11,1.05E+11,2503795649,61286485,485971212,69357655,376068026,82412342939,2963250099,130823147,2055720293,4.62E+11,27087857,2.28E+11,8857115,1.05E+11,8.33E+11
disfilter,fast,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4068867560,2.00E+11,91568050852,2426586813,54874059,463347019,63662237,378108328,71509599943,2138661284,118279067,2071332449,3.95E+11,24547215,1.99E+11,8668512,91381736844,7.22E+11
disfilter,fast,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,3917348156,1.84E+11,84196975732,2062346645,50950801,419380618,58938298,357428201,65721785036,1636411622,110450715,1860786115,3.50E+11,21978340,1.84E+11,7555797,84040759990,6.64E+11
disfilter,superfast,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4922054347,2.73E+11,1.24E+11,2860442555,56100946,512952052,57733014,317713946,1.00E+11,4511466300,114595918,2233377591,5.80E+11,32040195,2.73E+11,7972145,1.24E+11,1.02E+12
disfilter,superfast,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4586770384,2.22E+11,1.02E+11,2549673100,48019478,457005333,50350274,300524850,79896028016,2950895541,97900933,2065202565,4.51E+11,28801320,2.22E+11,6487364,1.02E+11,8.10E+11
disfilter,superfast,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4244930584,1.96E+11,89848243388,2348783949,40890211,436531013,43594050,284095110,69922772371,2128774164,85560049,1883693065,3.83E+11,27431173,1.95E+11,5794371,89695537214,7.07E+11
disfilter,superfast,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,4059089919,1.81E+11,83074210006,2275067735,38984088,415219259,42151467,290446922,64529417240,1684758634,79853176,1909277778,3.48E+11,25520851,1.81E+11,5120556,82886672821,6.52E+11
disfilter,veryfast,22,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3747,4666124883,2.83E+11,1.28E+11,2662200168,73049594,496316456,81335580,387250910,1.04E+11,4585027461,154712067,2067100742,5.96E+11,29856924,2.83E+11,11257421,1.28E+11,1.06E+12
disfilter,veryfast,27,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3449,4393626975,2.28E+11,1.05E+11,2444312753,61743220,471363735,70033308,374489764,82435763181,2950777044,131158494,1994160071,4.62E+11,26498291,2.28E+11,9383847,1.05E+11,8.33E+11
disfilter,veryfast,32,PedestrianArea_1920x1080p25,1920,1080,25,130,6.359,4066281543,2.00E+11,91574386848,2376854558,55218392,451190956,63112668,371605970,71479415770,2130343090,118008341,1986511534,3.94E+11,24473445,1.99E+11,8633636,91362536941,7.22E+11
disfilter,veryfast,37,PedestrianArea_1920x1080p25,1920,1080,25,130,6.3598,3912214413,1.84E+11,84190765687,2124486955,51659749,421709947,60228192,359370935,65697334365,1659764366,110437099,1846710835,3.51E+11,30593788,1.84E+11,7674209,84061439673,6.64E+11
default,faster,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,19231780838,1.06E+12,4.83E+11,10618883463,412137417,2328132777,300935839,1559244005,3.90E+11,15611106988,706513047,8718859022,2.20E+12,112218896,1.06E+12,30916682,4.83E+11,3.93E+12
default,faster,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,18195738449,8.98E+11,4.11E+11,9672894991,392202336,2150436411,279753562,1529047629,3.23E+11,10581048101,675841354,8718406366,1.79E+12,103202019,8.97E+11,29303487,4.10E+11,3.27E+12
default,faster,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,16961751720,7.93E+11,3.62E+11,8340412891,353565989,1909540946,242800340,1417853168,2.83E+11,7758488294,603435352,7570620013,1.53E+12,92367225,7.92E+11,23819080,3.61E+11,2.87E+12
default,faster,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,16372904602,7.24E+11,3.28E+11,7638737502,337619367,1768974527,224406270,1378177858,2.56E+11,5946216222,560236872,7204794907,1.36E+12,79458244,7.23E+11,21985354,3.27E+11,2.61E+12
default,fast,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,19617601957,1.06E+12,4.83E+11,10289515663,431995962,2202593696,312437868,1556702149,3.90E+11,15612673563,750871321,8531103860,2.19E+12,105982355,1.06E+12,31521280,4.83E+11,3.93E+12
default,fast,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,18230116425,8.97E+11,4.11E+11,9690434368,389253691,2023752839,273611982,1501156287,3.24E+11,10633099856,662557722,8082193204,1.79E+12,93843941,8.97E+11,25949211,4.10E+11,3.27E+12
default,fast,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,16893961149,7.93E+11,3.61E+11,8344477096,353564176,1887594137,244652581,1437325847,2.83E+11,7747014911,605520281,7614702097,1.53E+12,85782226,7.92E+11,23327626,3.61E+11,2.87E+12
default,fast,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,16616670351,7.24E+11,3.28E+11,7619304708,330946416,1763096836,220011459,1369364354,2.56E+11,5975516225,557438442,7196185908,1.36E+12,85400136,7.23E+11,20912239,3.27E+11,2.61E+12
default,superfast,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,20758810143,1.01E+12,4.59E+11,10871836228,286708345,2063326007,214147466,1231672268,3.70E+11,15084883113,507213230,8302874041,2.10E+12,118899193,1.00E+12,23136840,4.58E+11,3.72E+12
default,superfast,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,19172726144,8.60E+11,3.95E+11,9391240055,257669823,1863236993,192939450,1140785172,3.11E+11,10325065676,456713058,7650297256,1.71E+12,124563574,8.58E+11,19775594,3.94E+11,3.13E+12
default,superfast,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,18705082984,7.63E+11,3.49E+11,8481755239,239075171,1751499434,177022837,1114755086,2.73E+11,7601798835,418467148,7255868623,1.47E+12,101076130,7.62E+11,17784836,3.49E+11,2.76E+12
default,superfast,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,18040608007,6.99E+11,3.18E+11,7836675913,225114442,1635186201,165488229,1072361187,2.49E+11,5883934702,394651782,6945181386,1.31E+12,101884719,6.98E+11,17069812,3.18E+11,2.53E+12
default,veryfast,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,20011900391,1.06E+12,4.83E+11,10414897260,433576109,2193659918,308480143,1564595746,3.90E+11,15674702997,745123442,8570130212,2.20E+12,109238631,1.06E+12,33162647,4.83E+11,3.93E+12
default,veryfast,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,17979020764,8.98E+11,4.11E+11,9043888827,384671420,1989710696,268439168,1472506421,3.24E+11,10529248145,658657710,7916601286,1.77E+12,106104395,8.97E+11,26760909,4.10E+11,3.27E+12
default,veryfast,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,17005051747,7.94E+11,3.62E+11,8634186897,351645187,1944065951,241574849,1427266153,2.83E+11,7713028082,596937819,7668003837,1.53E+12,90209001,7.92E+11,24455851,3.61E+11,2.87E+12
default,veryfast,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,16697821402,7.24E+11,3.28E+11,8063353545,337621684,1889060162,221425919,1416074179,2.57E+11,5922724524,558179799,7477875519,1.37E+12,78452938,7.23E+11,21166579,3.27E+11,2.61E+12
hwlike,faster,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,19197398802,1.06E+12,4.81E+11,10943661516,400678285,2295832752,310111139,1604176858,3.88E+11,15534075832,706883696,9243042903,2.20E+12,102446469,1.05E+12,32490007,4.80E+11,3.91E+12
hwlike,faster,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,17897961180,8.92E+11,4.08E+11,9827746441,355243690,2044865585,260443884,1513061221,3.22E+11,10398580632,620237577,8348694658,1.79E+12,92091402,8.91E+11,27962822,4.08E+11,3.25E+12
hwlike,faster,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,16768210686,7.88E+11,3.59E+11,8250369158,349416336,1865859112,245073558,1432694930,2.81E+11,7653874767,595522928,7557304580,1.53E+12,119960630,7.88E+11,32944923,3.59E+11,2.85E+12
hwlike,faster,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,16284582649,7.19E+11,3.26E+11,8046290299,320216690,1843334635,224328172,1406527246,2.54E+11,6029849216,545315602,7636370495,1.36E+12,78656016,7.18E+11,21042155,3.25E+11,2.59E+12
hwlike,fast,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,19811881180,1.05E+12,4.81E+11,10497442626,417284774,2196950525,308530250,1556460180,3.88E+11,15552361650,732168814,8641679544,2.20E+12,110419178,1.05E+12,32643260,4.80E+11,3.91E+12
hwlike,fast,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,17879074475,8.92E+11,4.08E+11,9761134579,356603853,2075583507,263555244,1531698380,3.22E+11,10402451494,617824374,8419656483,1.78E+12,87040936,8.91E+11,27259968,4.07E+11,3.25E+12
hwlike,fast,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,16775911930,7.88E+11,3.59E+11,8915560235,341517256,1923460213,242483856,1457112606,2.81E+11,7755072019,582532757,7881047247,1.53E+12,86613833,7.87E+11,23546025,3.59E+11,2.85E+12
hwlike,fast,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,16286139238,7.19E+11,3.26E+11,7560431832,323656706,1756168999,223699766,1370602242,2.55E+11,5944558412,552468575,7142876534,1.35E+12,82718279,7.18E+11,22031973,3.25E+11,2.59E+12
hwlike,superfast,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,20966662751,1.02E+12,4.68E+11,10643248752,350487972,2063958891,219370460,1224644264,3.75E+11,15224499738,576939395,8176805165,2.14E+12,148670329,1.02E+12,29199704,4.67E+11,3.79E+12
hwlike,superfast,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,19533518997,8.74E+11,4.02E+11,9307309036,297497270,1919370757,186883290,1148206448,3.15E+11,10241823095,484704750,7615238987,1.73E+12,110703994,8.74E+11,19942775,4.01E+11,3.18E+12
hwlike,superfast,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,18559224392,7.76E+11,3.56E+11,8941841906,279372698,1883177959,178742134,1137602257,2.77E+11,7584257554,450247767,7648807370,1.50E+12,96863110,7.75E+11,16376659,3.55E+11,2.81E+12
hwlike,superfast,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,18083506622,7.11E+11,3.24E+11,8266702249,272376846,1793601298,169848765,1110972239,2.52E+11,6060952787,448215823,7546318671,1.35E+12,100716869,7.10E+11,17109530,3.23E+11,2.56E+12
hwlike,veryfast,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,19101023977,1.06E+12,4.81E+11,10275131354,392612671,2117185982,298646497,1530827911,3.88E+11,15513150325,686590549,8269985622,2.18E+12,108972917,1.05E+12,30742039,4.80E+11,3.91E+12
hwlike,veryfast,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,17893722682,8.92E+11,4.08E+11,9441293984,353712728,2106083976,260990079,1491094094,3.21E+11,10418921512,616180571,8146782396,1.77E+12,107751838,8.91E+11,26119409,4.07E+11,3.25E+12
hwlike,veryfast,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,16908378267,7.88E+11,3.59E+11,9110633485,343105309,2049968107,246647831,1490758775,2.81E+11,7829310699,593112088,8275359090,1.54E+12,99091295,7.87E+11,28108002,3.58E+11,2.85E+12
hwlike,veryfast,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,16265140049,7.18E+11,3.26E+11,7975273423,316439265,1807085990,220012140,1390309619,2.55E+11,5878125217,534345435,7229224035,1.36E+12,82546155,7.19E+11,22386271,3.25E+11,2.60E+12
disfilter,faster,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,18797684318,1.03E+12,4.72E+11,11101751092,287798182,2197096744,294477200,1595031768,3.82E+11,15607161410,586046293,8931154292,2.17E+12,110385360,1.03E+12,25717077,4.71E+11,3.83E+12
disfilter,faster,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,17446588518,8.74E+11,4.01E+11,9414694928,249203521,1885732943,255364038,1480019999,3.17E+11,10266946982,505269282,7745364674,1.74E+12,101823562,8.74E+11,28674927,4.01E+11,3.19E+12
disfilter,faster,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,16437108478,7.73E+11,3.53E+11,9019207442,225849738,1768783189,236954648,1443264817,2.77E+11,7542165567,464177111,7415294762,1.52E+12,79280489,7.72E+11,24748302,3.53E+11,2.80E+12
disfilter,faster,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,15849801957,7.05E+11,3.20E+11,8039258254,216043887,1756345909,217243910,1412935941,2.51E+11,5969589039,437168389,7602957202,1.33E+12,82804651,7.04E+11,20724348,3.20E+11,2.54E+12
disfilter,fast,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,18792139906,1.03E+12,4.72E+11,11050550005,301558659,2164953434,312171596,1597092533,3.82E+11,15651522175,611125580,9098043885,2.16E+12,120316100,1.03E+12,32504363,4.71E+11,3.83E+12
disfilter,fast,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,17418975576,8.74E+11,4.01E+11,9968705178,248458598,1965732636,259203910,1517233616,3.17E+11,10333002524,513507650,8447968500,1.75E+12,102421851,8.74E+11,30769766,4.01E+11,3.19E+12
disfilter,fast,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,16308808950,7.73E+11,3.53E+11,8533425418,221448171,1780931747,225192477,1430412519,2.77E+11,7520423968,453466342,7493533458,1.49E+12,94468612,7.72E+11,23531818,3.53E+11,2.80E+12
disfilter,fast,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,15792447619,7.05E+11,3.20E+11,7953692938,209327042,1764898102,221308796,1442385643,2.51E+11,5878146119,427547960,7686340202,1.32E+12,77276556,7.04E+11,21664508,3.20E+11,2.54E+12
disfilter,superfast,22,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.2578,20387007647,9.99E+11,4.57E+11,11271657505,222248027,2042884830,205013643,1250370023,3.68E+11,15067834583,430848628,8464112472,2.10E+12,124815596,9.98E+11,22120455,4.56E+11,3.70E+12
disfilter,superfast,27,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.27,18954104788,8.54E+11,3.92E+11,9853731386,189206842,1819612615,185038619,1183469533,3.09E+11,10180288123,379728986,7887629308,1.71E+12,93051356,8.53E+11,18352598,3.92E+11,3.11E+12
disfilter,superfast,32,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.3017,17946126280,7.57E+11,3.47E+11,8978476382,174657977,1740207465,172875444,1139749312,2.71E+11,7494494120,348808041,7376019312,1.47E+12,90581403,7.57E+11,16864276,3.46E+11,2.74E+12
disfilter,superfast,37,PierSeaSide_3840x2160_2997fps_8bit_420,3840,2160,30,130,13.1386,17657974369,6.94E+11,3.16E+11,7677612586,177117106,1534631751,164417977,1062324374,2.47E+11,5800013664,343279342,6638755439,1.30E+12,87477779,6.93E+11,15259236,3.16E+11,2.50E+12
